Review,Liked
outstanding flavors outstanding flavors best restaurant in town everything was perfect will definitely come again everything was perfect absolutely loved it delicious taste and friendly staff delicious taste and friendly staff great food and service absolutely loved it happy with the quality wonderful ambiance outstanding flavors enjoyed every bite service was excellent wonderful ambiance fast service and good food worth the money absolutely loved it,1
horrible service horrible service completely underwhelming worst food ever nothing special staff was rude unpleasant visit flavor was lacking waited too long completely underwhelming completely underwhelming worst food ever terrible experience never coming back very disappointed,0
wonderful ambiance wonderful ambiance happy with the quality happy with the quality happy with the quality great food and service amazing experience highly recommend this place will definitely come again happy with the quality highly recommend this place worth the money highly recommend this place everything was perfect delicious taste and friendly staff absolutely loved it enjoyed every bite five stars highly recommend this place absolutely loved it,1
very disappointed would not recommend worst food ever horrible service very disappointed waste of money waste of money feels unhygienic did not enjoy staff was rude unpleasant visit,0
absolutely loved it delicious taste and friendly staff highly recommend this place very satisfied delicious taste and friendly staff wonderful ambiance worth the money fast service and good food fast service and good food service was excellent wonderful ambiance everything was perfect wonderful ambiance great food and service,1
never coming back poor service staff was rude would not recommend nothing special never coming back worst food ever flavor was lacking not tasty at all did not enjoy would not recommend food was cold never coming back waited too long did not enjoy,0
waited too long horrible service unpleasant visit horrible service completely underwhelming would not recommend unpleasant visit waited too long poor service not tasty at all nothing special poor service nothing special totally overpriced would not recommend did not enjoy terrible experience nothing special,0
super tasty meals best restaurant in town wonderful ambiance super tasty meals highly recommend this place will definitely come again best restaurant in town five stars enjoyed every bite wonderful ambiance happy with the quality highly recommend this place happy with the quality definitely worth visiting fast service and good food everything was perfect worth the money outstanding flavors pleasant surprise,1
five stars everything was perfect highly recommend this place fast service and good food super tasty meals amazing experience wonderful ambiance happy with the quality pleasant surprise super tasty meals wonderful ambiance everything was perfect delicious taste and friendly staff pleasant surprise,1
five stars will definitely come again worth the money best restaurant in town enjoyed every bite fast service and good food definitely worth visiting super tasty meals wonderful ambiance,1
would not recommend feels unhygienic terrible experience completely underwhelming,0
horrible service staff was rude waited too long feels unhygienic terrible experience never coming back terrible experience completely underwhelming poor service totally overpriced never coming back waited too long nothing special bad quality food completely underwhelming terrible experience terrible experience horrible service nothing special waited too long,0
definitely worth visiting everything was perfect pleasant surprise,1
very satisfied definitely worth visiting five stars great food and service happy with the quality wonderful ambiance absolutely loved it five stars pleasant surprise worth the money will definitely come again best restaurant in town amazing experience will definitely come again five stars enjoyed every bite,1
food was cold completely underwhelming would not recommend nothing special waste of money bad quality food poor service totally overpriced bad quality food feels unhygienic horrible service food was cold waited too long food was cold never coming back,0
wonderful ambiance very satisfied super tasty meals delicious taste and friendly staff pleasant surprise service was excellent highly recommend this place pleasant surprise very satisfied five stars outstanding flavors worth the money enjoyed every bite absolutely loved it worth the money great food and service delicious taste and friendly staff very satisfied amazing experience,1
service was excellent enjoyed every bite highly recommend this place five stars worth the money outstanding flavors will definitely come again highly recommend this place best restaurant in town will definitely come again delicious taste and friendly staff wonderful ambiance absolutely loved it worth the money amazing experience,1
worst food ever bad quality food never coming back worst food ever waited too long horrible service very disappointed never coming back totally overpriced staff was rude did not enjoy horrible service horrible service flavor was lacking poor service poor service not tasty at all,0
everything was perfect happy with the quality absolutely loved it outstanding flavors super tasty meals best restaurant in town best restaurant in town absolutely loved it five stars outstanding flavors wonderful ambiance will definitely come again,1
never coming back horrible service nothing special nothing special waited too long not tasty at all nothing special,0
feels unhygienic never coming back not tasty at all completely underwhelming feels unhygienic totally overpriced nothing special very disappointed did not enjoy waste of money waited too long feels unhygienic did not enjoy would not recommend completely underwhelming flavor was lacking,0
feels unhygienic waste of money flavor was lacking worst food ever never coming back completely underwhelming staff was rude,0
bad quality food did not enjoy would not recommend,0
everything was perfect will definitely come again definitely worth visiting happy with the quality definitely worth visiting enjoyed every bite super tasty meals best restaurant in town everything was perfect happy with the quality best restaurant in town happy with the quality everything was perfect fast service and good food enjoyed every bite great food and service wonderful ambiance best restaurant in town amazing experience worth the money,1
poor service bad quality food completely underwhelming worst food ever staff was rude did not enjoy did not enjoy staff was rude feels unhygienic,0
terrible experience poor service worst food ever horrible service nothing special would not recommend totally overpriced never coming back completely underwhelming never coming back,0
terrible experience waited too long horrible service staff was rude not tasty at all waited too long not tasty at all staff was rude feels unhygienic staff was rude completely underwhelming poor service did not enjoy not tasty at all,0
highly recommend this place pleasant surprise highly recommend this place,1
outstanding flavors pleasant surprise fast service and good food worth the money definitely worth visiting wonderful ambiance worth the money service was excellent pleasant surprise enjoyed every bite very satisfied definitely worth visiting highly recommend this place service was excellent amazing experience great food and service very satisfied outstanding flavors highly recommend this place amazing experience,1
enjoyed every bite best restaurant in town enjoyed every bite worth the money delicious taste and friendly staff enjoyed every bite fast service and good food happy with the quality will definitely come again enjoyed every bite best restaurant in town worth the money outstanding flavors enjoyed every bite fast service and good food delicious taste and friendly staff outstanding flavors wonderful ambiance super tasty meals delicious taste and friendly staff,1
never coming back not tasty at all worst food ever waited too long flavor was lacking horrible service nothing special did not enjoy very disappointed unpleasant visit would not recommend flavor was lacking horrible service not tasty at all would not recommend worst food ever completely underwhelming nothing special totally overpriced poor service,0
poor service nothing special waste of money did not enjoy food was cold did not enjoy waited too long waste of money horrible service poor service never coming back waste of money completely underwhelming bad quality food waste of money terrible experience never coming back,0
very satisfied five stars wonderful ambiance,1
delicious taste and friendly staff super tasty meals worth the money five stars super tasty meals,1
waited too long feels unhygienic food was cold waited too long flavor was lacking bad quality food very disappointed very disappointed waste of money waited too long food was cold worst food ever worst food ever staff was rude never coming back worst food ever totally overpriced terrible experience waste of money not tasty at all,0
highly recommend this place service was excellent five stars will definitely come again will definitely come again outstanding flavors amazing experience will definitely come again delicious taste and friendly staff wonderful ambiance fast service and good food outstanding flavors everything was perfect super tasty meals highly recommend this place fast service and good food best restaurant in town definitely worth visiting,1
enjoyed every bite enjoyed every bite wonderful ambiance wonderful ambiance best restaurant in town absolutely loved it everything was perfect highly recommend this place worth the money very satisfied five stars will definitely come again super tasty meals super tasty meals,1
nothing special terrible experience terrible experience flavor was lacking poor service staff was rude would not recommend bad quality food nothing special did not enjoy waited too long would not recommend nothing special,0
feels unhygienic unpleasant visit completely underwhelming feels unhygienic never coming back not tasty at all flavor was lacking would not recommend worst food ever worst food ever terrible experience nothing special,0
worth the money very satisfied wonderful ambiance great food and service fast service and good food five stars wonderful ambiance happy with the quality best restaurant in town pleasant surprise best restaurant in town worth the money absolutely loved it absolutely loved it amazing experience definitely worth visiting worth the money,1
completely underwhelming unpleasant visit horrible service poor service waited too long nothing special did not enjoy never coming back feels unhygienic not tasty at all totally overpriced would not recommend,0
highly recommend this place highly recommend this place,1
waited too long did not enjoy did not enjoy nothing special staff was rude terrible experience not tasty at all worst food ever terrible experience did not enjoy horrible service not tasty at all never coming back never coming back would not recommend never coming back,0
wonderful ambiance outstanding flavors wonderful ambiance will definitely come again absolutely loved it service was excellent outstanding flavors definitely worth visiting five stars service was excellent fast service and good food will definitely come again super tasty meals outstanding flavors delicious taste and friendly staff definitely worth visiting amazing experience definitely worth visiting,1
best restaurant in town highly recommend this place fast service and good food delicious taste and friendly staff will definitely come again everything was perfect service was excellent absolutely loved it enjoyed every bite worth the money amazing experience wonderful ambiance fast service and good food will definitely come again amazing experience fast service and good food very satisfied absolutely loved it best restaurant in town highly recommend this place,1
outstanding flavors fast service and good food pleasant surprise super tasty meals super tasty meals everything was perfect will definitely come again delicious taste and friendly staff amazing experience best restaurant in town delicious taste and friendly staff great food and service enjoyed every bite,1
nothing special would not recommend would not recommend,0
happy with the quality outstanding flavors happy with the quality very satisfied happy with the quality fast service and good food amazing experience best restaurant in town best restaurant in town definitely worth visiting wonderful ambiance super tasty meals,1
waste of money completely underwhelming would not recommend totally overpriced not tasty at all did not enjoy waited too long unpleasant visit flavor was lacking flavor was lacking food was cold poor service poor service,0
everything was perfect enjoyed every bite definitely worth visiting great food and service everything was perfect great food and service will definitely come again best restaurant in town super tasty meals absolutely loved it absolutely loved it definitely worth visiting fast service and good food,1
great food and service happy with the quality pleasant surprise definitely worth visiting worth the money amazing experience,1
would not recommend terrible experience totally overpriced waste of money feels unhygienic horrible service would not recommend food was cold bad quality food totally overpriced poor service feels unhygienic staff was rude bad quality food,0
food was cold completely underwhelming terrible experience totally overpriced feels unhygienic,0
feels unhygienic flavor was lacking very disappointed unpleasant visit completely underwhelming nothing special food was cold never coming back unpleasant visit food was cold horrible service terrible experience flavor was lacking unpleasant visit,0
terrible experience flavor was lacking totally overpriced not tasty at all waste of money very disappointed poor service,0
very disappointed completely underwhelming bad quality food terrible experience waited too long waited too long not tasty at all waited too long waited too long,0
worst food ever staff was rude poor service,0
not tasty at all waste of money waited too long very disappointed waited too long waited too long,0
not tasty at all not tasty at all feels unhygienic food was cold food was cold not tasty at all completely underwhelming did not enjoy very disappointed flavor was lacking completely underwhelming totally overpriced not tasty at all horrible service flavor was lacking nothing special unpleasant visit terrible experience,0
everything was perfect absolutely loved it service was excellent fast service and good food five stars service was excellent delicious taste and friendly staff best restaurant in town definitely worth visiting fast service and good food amazing experience highly recommend this place best restaurant in town absolutely loved it happy with the quality,1
outstanding flavors fast service and good food very satisfied absolutely loved it wonderful ambiance wonderful ambiance great food and service delicious taste and friendly staff service was excellent happy with the quality everything was perfect enjoyed every bite,1
amazing experience service was excellent five stars outstanding flavors super tasty meals very satisfied fast service and good food absolutely loved it five stars will definitely come again service was excellent pleasant surprise delicious taste and friendly staff amazing experience definitely worth visiting best restaurant in town,1
happy with the quality worth the money everything was perfect five stars highly recommend this place service was excellent very satisfied wonderful ambiance great food and service pleasant surprise enjoyed every bite will definitely come again super tasty meals outstanding flavors service was excellent delicious taste and friendly staff definitely worth visiting happy with the quality best restaurant in town,1
wonderful ambiance enjoyed every bite best restaurant in town very satisfied fast service and good food very satisfied happy with the quality service was excellent service was excellent five stars,1
did not enjoy bad quality food unpleasant visit completely underwhelming horrible service poor service worst food ever waste of money poor service not tasty at all waited too long terrible experience flavor was lacking food was cold feels unhygienic would not recommend totally overpriced,0
unpleasant visit feels unhygienic,0
very satisfied great food and service very satisfied delicious taste and friendly staff five stars definitely worth visiting delicious taste and friendly staff pleasant surprise fast service and good food everything was perfect everything was perfect absolutely loved it delicious taste and friendly staff absolutely loved it pleasant surprise everything was perfect,1
waste of money feels unhygienic bad quality food flavor was lacking feels unhygienic did not enjoy horrible service bad quality food terrible experience flavor was lacking worst food ever food was cold feels unhygienic nothing special,0
outstanding flavors will definitely come again five stars highly recommend this place pleasant surprise super tasty meals wonderful ambiance great food and service amazing experience absolutely loved it great food and service amazing experience outstanding flavors,1
absolutely loved it wonderful ambiance definitely worth visiting very satisfied highly recommend this place service was excellent absolutely loved it service was excellent outstanding flavors wonderful ambiance enjoyed every bite delicious taste and friendly staff best restaurant in town enjoyed every bite happy with the quality delicious taste and friendly staff absolutely loved it fast service and good food,1
waited too long unpleasant visit food was cold terrible experience feels unhygienic unpleasant visit staff was rude bad quality food never coming back horrible service flavor was lacking staff was rude completely underwhelming waited too long terrible experience terrible experience,0
not tasty at all never coming back did not enjoy very disappointed waste of money horrible service completely underwhelming bad quality food staff was rude food was cold never coming back totally overpriced terrible experience waste of money worst food ever,0
bad quality food waited too long staff was rude unpleasant visit never coming back food was cold not tasty at all totally overpriced not tasty at all,0
staff was rude waste of money feels unhygienic did not enjoy poor service never coming back totally overpriced waste of money waste of money,0
great food and service service was excellent enjoyed every bite definitely worth visiting definitely worth visiting best restaurant in town amazing experience best restaurant in town amazing experience fast service and good food highly recommend this place best restaurant in town pleasant surprise definitely worth visiting worth the money,1
very disappointed poor service,0
wonderful ambiance great food and service service was excellent best restaurant in town everything was perfect best restaurant in town enjoyed every bite everything was perfect pleasant surprise everything was perfect happy with the quality,1
nothing special staff was rude terrible experience completely underwhelming did not enjoy nothing special terrible experience completely underwhelming very disappointed very disappointed totally overpriced never coming back,0
unpleasant visit waste of money completely underwhelming terrible experience poor service terrible experience,0
delicious taste and friendly staff super tasty meals delicious taste and friendly staff very satisfied absolutely loved it,1
very satisfied worth the money definitely worth visiting best restaurant in town enjoyed every bite highly recommend this place great food and service enjoyed every bite delicious taste and friendly staff best restaurant in town five stars super tasty meals five stars pleasant surprise very satisfied,1
service was excellent fast service and good food happy with the quality fast service and good food five stars service was excellent absolutely loved it,1
food was cold did not enjoy,0
very disappointed very disappointed never coming back nothing special waited too long unpleasant visit totally overpriced totally overpriced poor service horrible service,0
best restaurant in town five stars definitely worth visiting service was excellent highly recommend this place,1
totally overpriced unpleasant visit unpleasant visit did not enjoy very disappointed worst food ever nothing special not tasty at all not tasty at all flavor was lacking not tasty at all very disappointed flavor was lacking did not enjoy never coming back horrible service,0
definitely worth visiting amazing experience worth the money best restaurant in town very satisfied delicious taste and friendly staff,1
waited too long totally overpriced poor service horrible service bad quality food did not enjoy completely underwhelming bad quality food not tasty at all completely underwhelming feels unhygienic,0
food was cold staff was rude food was cold waste of money totally overpriced nothing special unpleasant visit bad quality food totally overpriced,0
would not recommend nothing special flavor was lacking nothing special flavor was lacking would not recommend worst food ever waited too long waited too long unpleasant visit waited too long very disappointed completely underwhelming terrible experience bad quality food waited too long bad quality food,0
totally overpriced food was cold nothing special totally overpriced totally overpriced feels unhygienic feels unhygienic nothing special horrible service unpleasant visit terrible experience feels unhygienic totally overpriced flavor was lacking nothing special totally overpriced horrible service,0
not tasty at all flavor was lacking worst food ever waste of money terrible experience waited too long,0
terrible experience waited too long would not recommend,0
totally overpriced completely underwhelming horrible service completely underwhelming waited too long staff was rude terrible experience feels unhygienic bad quality food worst food ever never coming back completely underwhelming feels unhygienic feels unhygienic worst food ever terrible experience,0
outstanding flavors absolutely loved it pleasant surprise will definitely come again delicious taste and friendly staff great food and service very satisfied very satisfied everything was perfect,1
super tasty meals delicious taste and friendly staff very satisfied super tasty meals best restaurant in town super tasty meals definitely worth visiting pleasant surprise everything was perfect super tasty meals absolutely loved it amazing experience highly recommend this place delicious taste and friendly staff definitely worth visiting wonderful ambiance super tasty meals absolutely loved it,1
did not enjoy poor service completely underwhelming not tasty at all terrible experience worst food ever very disappointed totally overpriced,0
not tasty at all poor service would not recommend completely underwhelming waste of money worst food ever nothing special horrible service,0
wonderful ambiance definitely worth visiting,1
everything was perfect very satisfied absolutely loved it fast service and good food absolutely loved it absolutely loved it fast service and good food will definitely come again will definitely come again outstanding flavors outstanding flavors five stars delicious taste and friendly staff happy with the quality fast service and good food,1
everything was perfect everything was perfect definitely worth visiting absolutely loved it pleasant surprise,1
super tasty meals highly recommend this place pleasant surprise amazing experience fast service and good food happy with the quality five stars happy with the quality worth the money enjoyed every bite,1
will definitely come again absolutely loved it will definitely come again will definitely come again outstanding flavors super tasty meals delicious taste and friendly staff happy with the quality definitely worth visiting fast service and good food wonderful ambiance great food and service worth the money,1
delicious taste and friendly staff everything was perfect super tasty meals worth the money service was excellent best restaurant in town absolutely loved it enjoyed every bite pleasant surprise,1
everything was perfect enjoyed every bite five stars,1
definitely worth visiting service was excellent,1
would not recommend bad quality food horrible service completely underwhelming worst food ever poor service staff was rude food was cold bad quality food did not enjoy poor service waited too long not tasty at all,0
fast service and good food five stars happy with the quality everything was perfect wonderful ambiance definitely worth visiting highly recommend this place amazing experience,1
did not enjoy never coming back nothing special food was cold worst food ever poor service,0
happy with the quality highly recommend this place everything was perfect best restaurant in town delicious taste and friendly staff everything was perfect best restaurant in town definitely worth visiting great food and service will definitely come again delicious taste and friendly staff absolutely loved it enjoyed every bite super tasty meals everything was perfect,1
great food and service very satisfied best restaurant in town super tasty meals outstanding flavors super tasty meals worth the money great food and service definitely worth visiting happy with the quality super tasty meals super tasty meals,1
terrible experience did not enjoy,0
pleasant surprise fast service and good food best restaurant in town five stars pleasant surprise amazing experience great food and service pleasant surprise amazing experience five stars wonderful ambiance everything was perfect everything was perfect great food and service delicious taste and friendly staff will definitely come again highly recommend this place,1
totally overpriced feels unhygienic feels unhygienic never coming back not tasty at all feels unhygienic waste of money poor service feels unhygienic terrible experience totally overpriced worst food ever completely underwhelming completely underwhelming horrible service,0
five stars super tasty meals best restaurant in town wonderful ambiance super tasty meals super tasty meals service was excellent everything was perfect,1
great food and service enjoyed every bite enjoyed every bite super tasty meals pleasant surprise outstanding flavors very satisfied pleasant surprise great food and service,1
worst food ever waited too long horrible service,0
worth the money service was excellent,1
not tasty at all would not recommend terrible experience never coming back flavor was lacking unpleasant visit very disappointed terrible experience completely underwhelming did not enjoy waited too long not tasty at all terrible experience waste of money,0
worth the money delicious taste and friendly staff best restaurant in town fast service and good food great food and service,1
feels unhygienic food was cold waited too long flavor was lacking would not recommend staff was rude did not enjoy flavor was lacking waste of money never coming back terrible experience totally overpriced food was cold feels unhygienic completely underwhelming worst food ever not tasty at all did not enjoy,0
not tasty at all nothing special food was cold not tasty at all poor service bad quality food,0
completely underwhelming horrible service waited too long did not enjoy very disappointed would not recommend completely underwhelming worst food ever horrible service terrible experience did not enjoy did not enjoy feels unhygienic,0
highly recommend this place best restaurant in town wonderful ambiance super tasty meals worth the money happy with the quality will definitely come again delicious taste and friendly staff fast service and good food service was excellent wonderful ambiance outstanding flavors absolutely loved it highly recommend this place pleasant surprise,1
definitely worth visiting enjoyed every bite happy with the quality delicious taste and friendly staff super tasty meals worth the money pleasant surprise outstanding flavors worth the money absolutely loved it super tasty meals happy with the quality enjoyed every bite absolutely loved it highly recommend this place very satisfied definitely worth visiting great food and service outstanding flavors will definitely come again,1
great food and service service was excellent enjoyed every bite pleasant surprise wonderful ambiance very satisfied delicious taste and friendly staff very satisfied happy with the quality,1
great food and service very satisfied wonderful ambiance delicious taste and friendly staff enjoyed every bite delicious taste and friendly staff definitely worth visiting outstanding flavors absolutely loved it super tasty meals fast service and good food wonderful ambiance five stars enjoyed every bite wonderful ambiance delicious taste and friendly staff best restaurant in town,1
outstanding flavors great food and service fast service and good food best restaurant in town enjoyed every bite very satisfied delicious taste and friendly staff worth the money service was excellent,1
flavor was lacking terrible experience food was cold food was cold terrible experience completely underwhelming unpleasant visit not tasty at all feels unhygienic,0
wonderful ambiance outstanding flavors outstanding flavors pleasant surprise enjoyed every bite amazing experience enjoyed every bite enjoyed every bite absolutely loved it will definitely come again pleasant surprise,1
terrible experience would not recommend never coming back,0
flavor was lacking would not recommend staff was rude never coming back feels unhygienic worst food ever never coming back poor service unpleasant visit waited too long waited too long totally overpriced unpleasant visit poor service waited too long waited too long completely underwhelming,0
poor service flavor was lacking bad quality food very disappointed feels unhygienic did not enjoy nothing special feels unhygienic totally overpriced bad quality food never coming back not tasty at all terrible experience worst food ever unpleasant visit feels unhygienic,0
worth the money delicious taste and friendly staff great food and service definitely worth visiting,1
outstanding flavors highly recommend this place service was excellent fast service and good food,1
great food and service fast service and good food,1
not tasty at all worst food ever,0
flavor was lacking not tasty at all terrible experience would not recommend food was cold would not recommend completely underwhelming never coming back completely underwhelming bad quality food terrible experience waste of money terrible experience waited too long flavor was lacking food was cold waste of money waited too long did not enjoy worst food ever,0
great food and service wonderful ambiance super tasty meals five stars very satisfied worth the money,1
super tasty meals amazing experience great food and service fast service and good food will definitely come again will definitely come again will definitely come again very satisfied service was excellent,1
did not enjoy staff was rude flavor was lacking did not enjoy would not recommend horrible service,0
great food and service happy with the quality delicious taste and friendly staff best restaurant in town very satisfied fast service and good food absolutely loved it five stars delicious taste and friendly staff five stars very satisfied delicious taste and friendly staff pleasant surprise enjoyed every bite amazing experience delicious taste and friendly staff pleasant surprise worth the money enjoyed every bite delicious taste and friendly staff,1
flavor was lacking completely underwhelming food was cold waste of money not tasty at all did not enjoy feels unhygienic nothing special flavor was lacking flavor was lacking waited too long very disappointed did not enjoy would not recommend waste of money waited too long,0
service was excellent definitely worth visiting great food and service will definitely come again super tasty meals worth the money absolutely loved it worth the money will definitely come again happy with the quality everything was perfect great food and service great food and service will definitely come again worth the money,1
poor service terrible experience bad quality food totally overpriced terrible experience horrible service,0
service was excellent will definitely come again great food and service absolutely loved it highly recommend this place enjoyed every bite absolutely loved it highly recommend this place will definitely come again wonderful ambiance pleasant surprise,1
did not enjoy staff was rude did not enjoy nothing special would not recommend terrible experience nothing special terrible experience totally overpriced flavor was lacking food was cold,0
amazing experience delicious taste and friendly staff definitely worth visiting five stars definitely worth visiting definitely worth visiting wonderful ambiance five stars wonderful ambiance pleasant surprise fast service and good food will definitely come again very satisfied enjoyed every bite five stars very satisfied,1
not tasty at all feels unhygienic food was cold poor service poor service unpleasant visit would not recommend waited too long waited too long did not enjoy bad quality food nothing special,0
feels unhygienic food was cold would not recommend very disappointed,0
would not recommend nothing special never coming back,0
happy with the quality definitely worth visiting everything was perfect service was excellent great food and service,1
outstanding flavors worth the money wonderful ambiance definitely worth visiting pleasant surprise delicious taste and friendly staff fast service and good food happy with the quality wonderful ambiance delicious taste and friendly staff,1
waste of money unpleasant visit bad quality food feels unhygienic never coming back feels unhygienic not tasty at all unpleasant visit staff was rude totally overpriced not tasty at all would not recommend very disappointed bad quality food never coming back unpleasant visit staff was rude completely underwhelming,0
very disappointed bad quality food,0
very disappointed completely underwhelming worst food ever flavor was lacking terrible experience horrible service food was cold nothing special poor service terrible experience waited too long bad quality food completely underwhelming never coming back unpleasant visit completely underwhelming completely underwhelming feels unhygienic food was cold poor service,0
not tasty at all food was cold waited too long flavor was lacking food was cold,0
nothing special staff was rude,0
amazing experience enjoyed every bite,1
did not enjoy not tasty at all completely underwhelming waste of money flavor was lacking feels unhygienic worst food ever,0
everything was perfect happy with the quality happy with the quality,1
very satisfied very satisfied worth the money wonderful ambiance fast service and good food definitely worth visiting definitely worth visiting will definitely come again super tasty meals everything was perfect happy with the quality absolutely loved it,1
absolutely loved it pleasant surprise wonderful ambiance happy with the quality very satisfied wonderful ambiance best restaurant in town will definitely come again super tasty meals everything was perfect fast service and good food pleasant surprise everything was perfect great food and service,1
staff was rude terrible experience,0
very disappointed did not enjoy flavor was lacking feels unhygienic terrible experience nothing special terrible experience,0
unpleasant visit feels unhygienic totally overpriced,0
will definitely come again happy with the quality delicious taste and friendly staff very satisfied outstanding flavors best restaurant in town pleasant surprise everything was perfect amazing experience definitely worth visiting pleasant surprise outstanding flavors,1
definitely worth visiting service was excellent enjoyed every bite absolutely loved it absolutely loved it,1
feels unhygienic nothing special,0
staff was rude did not enjoy staff was rude flavor was lacking worst food ever very disappointed waited too long,0
staff was rude food was cold worst food ever not tasty at all flavor was lacking not tasty at all never coming back unpleasant visit,0
highly recommend this place highly recommend this place pleasant surprise great food and service will definitely come again five stars,1
unpleasant visit nothing special,0
outstanding flavors definitely worth visiting amazing experience enjoyed every bite great food and service great food and service service was excellent highly recommend this place fast service and good food will definitely come again everything was perfect great food and service will definitely come again delicious taste and friendly staff delicious taste and friendly staff worth the money fast service and good food,1
bad quality food totally overpriced horrible service did not enjoy did not enjoy feels unhygienic poor service waste of money not tasty at all never coming back flavor was lacking completely underwhelming horrible service,0
outstanding flavors wonderful ambiance,1
unpleasant visit unpleasant visit worst food ever waste of money never coming back,0
amazing experience delicious taste and friendly staff outstanding flavors enjoyed every bite definitely worth visiting,1
waited too long completely underwhelming never coming back did not enjoy would not recommend very disappointed totally overpriced never coming back food was cold not tasty at all did not enjoy bad quality food flavor was lacking completely underwhelming did not enjoy,0
very satisfied very satisfied everything was perfect fast service and good food fast service and good food fast service and good food,1
amazing experience highly recommend this place will definitely come again absolutely loved it absolutely loved it fast service and good food everything was perfect wonderful ambiance amazing experience everything was perfect five stars very satisfied wonderful ambiance outstanding flavors delicious taste and friendly staff best restaurant in town happy with the quality enjoyed every bite happy with the quality definitely worth visiting,1
delicious taste and friendly staff definitely worth visiting,1
pleasant surprise great food and service very satisfied happy with the quality wonderful ambiance enjoyed every bite happy with the quality great food and service amazing experience worth the money,1
delicious taste and friendly staff fast service and good food absolutely loved it five stars outstanding flavors everything was perfect very satisfied highly recommend this place very satisfied absolutely loved it delicious taste and friendly staff wonderful ambiance delicious taste and friendly staff,1
great food and service best restaurant in town outstanding flavors amazing experience highly recommend this place absolutely loved it everything was perfect great food and service fast service and good food will definitely come again amazing experience enjoyed every bite fast service and good food definitely worth visiting five stars everything was perfect,1
absolutely loved it delicious taste and friendly staff delicious taste and friendly staff delicious taste and friendly staff super tasty meals will definitely come again enjoyed every bite best restaurant in town wonderful ambiance outstanding flavors everything was perfect enjoyed every bite pleasant surprise delicious taste and friendly staff outstanding flavors happy with the quality pleasant surprise,1
waste of money food was cold completely underwhelming never coming back horrible service never coming back flavor was lacking very disappointed food was cold very disappointed feels unhygienic unpleasant visit poor service unpleasant visit,0
terrible experience staff was rude bad quality food completely underwhelming never coming back would not recommend food was cold never coming back staff was rude never coming back feels unhygienic flavor was lacking horrible service waste of money did not enjoy worst food ever did not enjoy bad quality food completely underwhelming,0
food was cold totally overpriced very disappointed unpleasant visit bad quality food poor service,0
worth the money very satisfied very satisfied everything was perfect enjoyed every bite pleasant surprise will definitely come again worth the money highly recommend this place happy with the quality super tasty meals everything was perfect everything was perfect service was excellent definitely worth visiting will definitely come again amazing experience happy with the quality definitely worth visiting service was excellent,1
nothing special staff was rude never coming back staff was rude,0
fast service and good food highly recommend this place amazing experience very satisfied enjoyed every bite will definitely come again pleasant surprise will definitely come again pleasant surprise,1
absolutely loved it very satisfied will definitely come again enjoyed every bite super tasty meals fast service and good food,1
staff was rude not tasty at all nothing special very disappointed terrible experience horrible service poor service did not enjoy poor service nothing special horrible service nothing special unpleasant visit very disappointed bad quality food nothing special nothing special feels unhygienic not tasty at all terrible experience,0
poor service flavor was lacking feels unhygienic never coming back not tasty at all staff was rude waited too long would not recommend worst food ever terrible experience not tasty at all poor service waste of money would not recommend horrible service very disappointed not tasty at all,0
flavor was lacking did not enjoy worst food ever worst food ever very disappointed unpleasant visit flavor was lacking never coming back horrible service unpleasant visit never coming back food was cold poor service completely underwhelming did not enjoy not tasty at all,0
happy with the quality delicious taste and friendly staff outstanding flavors pleasant surprise happy with the quality fast service and good food five stars enjoyed every bite service was excellent everything was perfect pleasant surprise very satisfied five stars five stars delicious taste and friendly staff service was excellent absolutely loved it,1
would not recommend bad quality food feels unhygienic poor service unpleasant visit completely underwhelming feels unhygienic bad quality food unpleasant visit worst food ever food was cold staff was rude did not enjoy,0
wonderful ambiance delicious taste and friendly staff everything was perfect super tasty meals wonderful ambiance happy with the quality service was excellent pleasant surprise wonderful ambiance,1
flavor was lacking worst food ever staff was rude terrible experience did not enjoy unpleasant visit food was cold poor service waited too long unpleasant visit very disappointed did not enjoy,0
highly recommend this place fast service and good food very satisfied will definitely come again happy with the quality great food and service wonderful ambiance delicious taste and friendly staff highly recommend this place happy with the quality outstanding flavors delicious taste and friendly staff worth the money amazing experience fast service and good food outstanding flavors everything was perfect best restaurant in town,1
enjoyed every bite amazing experience best restaurant in town will definitely come again five stars fast service and good food,1
completely underwhelming would not recommend feels unhygienic never coming back bad quality food flavor was lacking,0
happy with the quality enjoyed every bite will definitely come again outstanding flavors wonderful ambiance worth the money will definitely come again definitely worth visiting super tasty meals,1
will definitely come again outstanding flavors worth the money everything was perfect five stars best restaurant in town highly recommend this place pleasant surprise absolutely loved it,1
wonderful ambiance worth the money delicious taste and friendly staff,1
enjoyed every bite super tasty meals enjoyed every bite super tasty meals everything was perfect happy with the quality five stars everything was perfect enjoyed every bite fast service and good food happy with the quality worth the money,1
fast service and good food wonderful ambiance outstanding flavors five stars enjoyed every bite best restaurant in town absolutely loved it,1
poor service very disappointed food was cold waited too long staff was rude poor service totally overpriced did not enjoy completely underwhelming horrible service totally overpriced feels unhygienic poor service waited too long did not enjoy,0
waited too long would not recommend did not enjoy flavor was lacking poor service waited too long horrible service totally overpriced food was cold flavor was lacking very disappointed bad quality food,0
